title,label
Российские проекты не будут сдаваться в срок,1
Но задержка срока доставки составила практически 700 суток.,1
В Нижегорской области ввели в эксплуатацию большую школу,1
В правительстве республики сообщили о задержке ввода объектов в эксплуатацию,1
В столице введена офисная недвижимость,1
На базе УФУ запущен циклотронный центр ядерной медицины,1
В Тюмени строительный застройщик потратил деньги на ремонт крыши,1
В инспекции рассказали о сроках строительства первого дома,1
ООО «ВТУС» заплатит более 400 тыс. рублей за задержки сдачи,1
В Госдуме прокомментировали задержку с вводом в эксплуатацию детского сада,1
Взыскание неустойки взыскали с покупателя квартиры в Заволжском районе,1
«Нацимлбио» не закончил строительство «Кирова Плазма» — Daily Storm,1
Строительство первой ВПП может быть завершено до конца чемпионата мира,1
В Самаре загорелся ЖК «У парка»,1
Пока ни одна здания не введена в строй.,1
"Но работа была заморожена, а переезд в новое жилье отложился.",1
В Ленобласти закроют два завода для производства метанола,1
Введено в эксплуатацию жилой комплекс с подземным автостоянком,1
Дом No 2 еще не сдан с строящегося строящегося строящегося строящегося дома,1
Дольщикам Второго корпуса пришлось ждать дачи дома,1
В Москве застройщики не сообщили о нарушении законодательства о долевом строительстве,1
"Мы сейчас выплачиваем дольщикам компенсации, т.к. у нас задержка",1
"В 2018 г. стало понятно, что дом нам не сдадут в срок:",1
"«В 2017 году конфликт стал навязчивым, поскольку они испытывают конфликт, т.к. они испытывают конфликт.",1
"Мы сейчас выплачиваем дольщикам компенсации, так как у нас задержка",1
"Проекты ""Сколково"" могут завершиться с задержкой — Daily Storm",1
В Москве вводят в эксплуатацию более 7 тысяч квартир,1
«Срок ввода в строй вышеупомянутой ГРЭС превышает срок ввода в строй вышеупомянутой ГРЭС»,1
Балтийский завод не может завершить свою работу,1
Срок сдачи домов на полгода задержали,1
В Ростове за нарушение сроков реновации школы штрафовали,1
«Квадро» и РусГидро оштрафованы за нарушение контракта с «Квадро»,1
ООО «ВО «Техноэкспорт» обратилось к Минэнерго Российской Федерации,1
Сроки аренды домов задержали на полгода в Москве,1
"Строительство ЖК ""Любимов"" начнется в ближайшее время",1
"«В 2017 году конфликт начался уже потому, что они сталкиваются с конфликтом.",1
"В Ростовской школе на 1,1 тысячи мест не будет принять студентов",1
Строительство Crossrail может быть завершено до 2021 г.,1
Проблемы с несоблюдением условий сдачи жилых домов в долевом строительстве,1
Текслер опроверг сообщения о срыве с руководством Усть Катава,1
«Кубанская марка» задержала срок сдачи дома в Вавилова — Daily Storm,1
Вместо окончания 2017 года новые сроки передачи недвижимости начнутся 31 марта,1
Минкультуры опровергло заявление о задержке ввода в эксплуатацию объектов,1
Застройщики ожидают задержки сроков передачи квартир,1
Это относится к смещению срока начала его эксплуатации.,1
Это обусловлено сдвигом сроков начатого строительства объектов.,1
Дольщики «Архимед» пожаловались на жалобу дольщиков второго этажа ЖК «Архимед»,1
Строительство двух домов No6 и No55 не завершено,1
В столичном акимате рассказали о сокращении сроков строительства первой станции метро,1
Это относится к смещению сроков старта эксплуатации объектов.,1
Однако задержки сроков доставки составили почти 700 суток.,1
В ходе проверки выявили отставание сроков строительства первого дома,1
Квартиры для детей-сирот и детей-сирот предоставляются в районе Заря,1
Власти обещают сдать дом в мае 2018 года,1
В датском регуляторе ожидают задержки в реализации нового запроса,1
В Новокосновске начнут сдавать в эксплуатацию новый дом,1
Срок сдачи домов в Москве продлен на полгода — Daily Storm,1
В Дубровке и Перепечино не расселены граждане,1
Запуск Центра Ядерной медицины в УрФУ завершился,1
В Финляндии перенесли срок ввода атомной электростанции в эксплуатацию,1
В УрФУ объявили о запуске циклотрона ядерного центра,1
«Квадро» и РусГидро оштрафованы за нарушение законодательства о «Квадре»,1
В Кировской обл. задержали участников долевого строительного строительства,1
В Москве более 45% новостроек не сдали из-за коронавируса,1
Счетная палата проверит обоснованность роста ЦК,1
Никитин прибыл в Первомайск для рабочего визита,1
Сроки ввода в перинатальные центры были нарушены,1
Срок строительства второго ЖК в Москве продлен до 1 января,1
Задержка - от полутора - до двух-половых лет,1
Путин заявил о необходимости проверки обоснованности роста ЦК,1
Балтийский ледоколов затянул сроки для строительства,1
Срок ввода «Северного потока — 2» в эксплуатацию,1
Запуск Центра ядерных исследований в УрФУ может состояться в феврале,1
Компания «квартстрой» предупредила дольщиков об отставке сроков,1
Власти обещали сдать дом в мае 2018 года,1
Но строительство остановилось на втором этаже,1
"В Костроме завели дело по делу о дольщиках, считающих себя обманутыми",1
"ООО ""Инвестиции в Будущее"" построит дом с убытками",1
Застройщики ожидают значительных задержек в сдаче жилья,1
ООО «Инвестпроект» построит дом с нулевым застройщиком,1
Дом No 2 еще не сдан к эксплуатации,1
"Это не позволяет завершить множество работ, а значит, и следствие.",1
«Кубанская марка» задержала срок аренды дома на Василия Вавилова в Москве,1
"В новостройке ""Балтийской волны"" в Петербурге произошла задержка строителей",1
В Красноярске запланировано строительство Всемирного зимнего универсиада,1
В правительстве республики рассказали о задержке ввода объектов в эксплуатацию,1
Срок строительства второго ЖК продлится до конца года,1
Строительство в новостройках «Балтийской волны» завершилось в феврале,1
Обвиняли московский акимат за сорванный срок строительства Первого моста,1
В новокузнецком районе началось строительство нового здания,1
Балтзавод не приступил к работе из-за коронавируса,1
"ООО ""Гранид"" неоднократно перенесло сроки завершения строительства",1
В Хабаровском крае дольщики пожаловались на срыв времени строительства жилого дома,1
"Дом обещают сдать в 2020 году, но введут в эксплуатацию в начале 2020 года",1
"ЖК ""Звезда"" от ООО ""Строительная корпорация Элис"" вновь открывается",1
В сентябрь объект должен быть сдан с нарушением установленного срока.,1
В Петербурге завершили строительство трех заводов,1
Директор лицейского отделения объяснил задержку в ремонте бездействием коррупционных подрядчиков,1
В правительстве рассказали о задержке ввода объектов в республику,1
В Чкаловском районе за год не сдали в эксплуатацию крышу,1
В воздухе повис вопрос о сроке сдачи многоквартирного дома.,1
Вместо окончания 2017 года передача квартир может быть завершена 31 марта,1
В новокузнецком районе планируют сдать новое здание в 2020 году,1
"Но работы были заморожены, а переезд в новое жилье был заложен.",1
Эксперты рассказали о проблемах с автоматической мойкой колес,1
В марте 2016 г. строительство жилой комплекса прекратилось,1
Роспотребнадзор отсудил имшимцам компенсацию за моральный вред,1
"Сроки аренды дома, заявленные инвесторами, уже достигнуты.",1
«РусГидро» оштрафован за отказ в вводе мощностей из-за просрочки ввода,1
"ООО «ВиС Инфраструктуры» опубликовала список компаний, которые должны были сделать это",1
"Но работы заморожены, а переезд в новую квартиру отложился.",1
Компания «Coca-Cola» перенесла сроки запуска безалкогольного напитка,1
Застройщик Тюмени успел помочь жителям Тюменской области,1
"Строительство ЖК ""Любимов"" может быть завершено до конца 2020 года",1
Сразу два российских завода не смогут запускаться вовремя,1
Вину обвинили в вынужденном переносе срока сдачи ледокола в серию 22,1
ЕРЗ раскритиковал информацию о задержке ЕРЗ,1
«Ряд проекта не сдан в сроки»,1
Роспотребнадзор предложил имшимцам компенсировать моральный вред,1
В октябре объект необходимо сдать с несоблюдением срока.,1
Балтийский ледовод не выдержал сроков сдачи главного ледогенератора,1
Эксперт оценил возможность задержки в реализации нового запроса регулятора,1
Банкротство Алтайского края стало причиной невыполнения обязательств перед правительством,1
"Мы обещаем, что введение в эксплуатацию пройдет с декабря 2004 года.",1
Для сентября объект должен быть сдан без нарушения срока.,1
«Нациmбио» не намерена завершить строительство «Кирова Плазма» из-за коронавируса,1
В Тюмени начали строить здание на средствадольщиков,1
Киевские застройщики стали чаще терять сроки,1
В Госдуме рассказали о задержках по вводу жилых домов в РФ,1
ГК «Стройинвест» ИС будет работать за ним в течение 23 месяцев,1
Сбор информации и подробный анализ реализации нацпроектов муниципальных образований,1
ООО «ДонБиотех» объявило о переносе срока,1
"Задержка в аренде объектов составляет более 1,5 месяца.",1
Строительство в школе приостановили из-за сокращения графика работы,1
Информация относительно задержки сдачи дома в Панинском районе.,1
Срок запуска алюминиевой фабрики в Тайшете продлен до 1 января,1
"Строительство ЖК ""Любимов"" будет осуществляться в ближайшее время",1
Ввод космодрома «Восточный» в эксплуатацию откладывается после изменений в законодательстве,1
Срок переноса срока не зависит от задержки ввода жилых домов,1
В Лондоне планируют отложить строительство Crossrail,1
В Чкаловском районе не было сдаваться в эксплуатацию отопления,1
В Департаменте здоровья РФ подали в суд на строителя за задержку на ввод,1
Ввод ГП-5 в эксплуатацию запрещен из-за недостатка документов,1
Школа No 60 оштрафована за срыв срока ремонта,1
"Мы обещаем, что введение в эксплуатацию пройдет в декабре 2005 года.",1
Кто прокладывает трубы водовода на Бабиковой улице?,1
"Сроки реализации проекта ""НГСК"" и ""Балтийская газхимия""",1
"Глава Минпромнауки объяснил, почему срок подготовки для абитуриентов сократился",1
В Совете Федерации одобрили введение в эксплуатацию «Квартала Европейский»,1
Строительство железнодорожного движения по реке Каменка пройдет в Санкт-Петербурге,1
Названа причина задержки в реализации нового запроса в датском регуляторе,1
Строительство двух домов No6 и No55 на данный момент не завершено,1
Вместо окончания 2015 г. дом будет пущен в эксплуатацию до конца 2016 г.,1
Затем его ввод был перенесен на второй половине 2015 г.,1
"Некоторые объекты завершены, но объекты не могли бы быть доступны.",1
В Хабаровском крае дольщики пожаловались на срок строительства жилого дома,1
"В Госстройнадзоре заявили, что последний «проблемный» объект введен в эксплуатацию",1
Кто делает прокладку труб водопровода на Бабиковой улице?,1
В «ВсевИнвестстройе» заявили о задержке ввода в эксплуатацию оборудования,1
После переноса сроков открытия Тайшетского завода алюминия,1
ООО «ВТУС» заплатит 400 тыс. руб. за задержку поставки,1
Что планируется завершить строительством торгового центра в 1 квартале 2019 г.?,1
В России началась задержка по вводу жилых домов в эксплуатацию,1
В Госдуме назвали нарушения в срок передачи участков в долевое строительство,1
"В столичном акимате считают, что срок строительства нового храма сорван",1
Ростовское «Ростовское» забросило исковые заявки из-за перерыва сроков,1
Ввод ГП-5 в эксплуатацию не состоялся из-за недостатка документов,1
Первые владельцы квартир в Новостройке получат ключи от второго этажа,1
Задержку строительства в Петербурге планируют продлить до двух лет,1
Задержка - от полтора до двух и половины лет,1
Запад-2 должен быть введен в эксплуатацию в начале 2016 года,1
Ростовское «Ростовское» забросило исковые заявки в связи с переносом сроков,1
"«Стройград» опубликовал видео строительства у кольца ""Пушкаревский""",1
"Директор по связям с общественностью ООО ""Кока Кола Эйч""",1
Эксперт оценил сроки передачи участков в долевое строительство,1
В Барнауле дольщики пожаловались на срыв строительства дома из-за угрозы пожара,1
В марте 2016 г. строительство жилого дома остановилось,1
Строительство железнодорожного моста в Санкт-Петербурге завершено,1
Сразу два российских завода не смогут вовремя запустить метанол,1
В Владимирской области затягиваются сроки строительства двух трехэтажных домов,1
Сразу два российских завода по изготовлению метанола будут запускать вовремя,1
"Это не позволяет завершить несколько работ, а значит, и следствие.",1
Вместо окончания 2015 г. дом будет возведен в конце 2016 г.,1
Срок строительства Зоопарка оценили на 1 млрд руб.,1
"Алиханов рассказал, какие изменения могут быть в проекте",1
"Сейчас долгострой считается для любого строительства дома, если его срок окончен.",1
Застройщики намерены ограничить сдача жилья в аренду,1
В столице планируют ввести офисную недвижимость,1
Срок строительства жилого комплекса могут перенести из-за кризиса,1
В Нижнем Новгороде прокомментировали сроки введения в эксплуатацию школы,1
Путин и Медведев обсудили «првамую линию» с Путиным,1
"Судебное заключение поясняет, что сроки выполнения работ по подрядным работам сокращаются",1
"Алиханов заявил, что проект может возникнуть в ближайшее время",1
«Кубанская марка» задержала срок сдачи дома в Москве,1
Госстройнадзор Петербурга выдал разрешение на введение в эксплуатацию первого долгосрочного строительства,1
В школе приостановили работу из-за угрозы срыва графика работы,1
В алюминиевом заводе Тайшетского района не было рабочих дней,1
"В связи с этим невозможно выполнить ряд работ, а, следовательно, и их завершить.",1
Группа компаний «ВКБ Новостройки» перенесла переговоры с Краснодаром,1
В новокузнецком районе будут сдавать в эксплуатацию новый дом,1
Строительство первой ВПП будет завершено до конца чемпионата мира,1
Балтфлот вновь не выдержал сроков сдачи главного ледогенератора,1
«СибСтройсервис» приглашает прокуратуру дать пояснения,1
Директор по международным связям АО «Кока Кола Эйч»,1
Застройщики два многоквартирных дома не сообщили о нарушении закона о долевом строительстве,1
В Совете Федерации одобрили введение в эксплуатацию квартиры «Квартала Европейский»,1
Строительство школы в Москве завершилось из-за угрозы ввода в эксплуатацию,1
Дольщики 2-й очереди ЖК «Архимед» пожаловались на нарушение законодательства,1
Школу No 60 оштрафовали за срыв срока ремонта,1
В Москве будет введено 7 тысяч квартир в жилом комплексе,1
Суд обязал «Тин группу» выплатить больше 50 участников,1
Строительство 3-й ВПП планируется завершить до конца чемпионата мира,1
«Русгидро» впервые подвергается штрафу за задержку ввода газа,1
«РусГидро» оштрафован за нарушение контракта на ввод мощностей из-за просрочки ввода,1
ООО «Инвестпроект» построит дом с убытками в 9 месяцев — Daily Storm,1
"Судебное заключение поясняет, что сроки выполнения работ по подрядным работам закончились",1
ООО «Инвестпроект» построит дом с убытками в ближайшие 9 месяцев,1
Задержка строительства дома произошла из-за экономических проблем,1
"Компания ""Квадра"" и ""РусГидро"" оштрафованы",1
Руководство компании официально перенесло сдачу первого этажа строительства,1
Власти Москвы пожаловались на проблемы с автоматической мойкой колес,1
В Нижеградской области ввели в эксплуатацию большую школу,1
Ввод в эксплуатацию жилого дома с подземным автостоянком,1
"ЖК ""Созвездие"" сдает первые два дома",1
Эксперт оценил задержки в строении жилья,1
Ввод жилого комплекса в эксплуатацию затянулся из-за нарушений законодательства,1
Сроки подачи домов в эксплуатацию заявленных застройщиками уже закончились.,1
"«ИнтеКо» взыскало 1,5 млн долларов за сдачу",1
Власти Санкт-Петербурга перенесли сроки строительства трех заводов,1
"В ЖК ""Созвездие"" сдали первые два дома",1
В Петербурге завершился ремонт железнодорожного моста по реке Каменка,1
Ввод участков начнется в 2018 году,1
Введенные в эксплуатацию участки планируют ввести в 2018 году,1
"В «Тюмениэнергостройе» рассказали, почему срок сорвался",1
Счетная Палата РФ опровергла информацию о срыве срока срока срока срока срока срока срока срока срока срока с,1
Строительство в новостройках «Балтийской волны» продолжается,1
В «Транснефти» сообщили о задержании ввода второго очереди нефтегазового комплекса,1
Это потребовало дополнительных финансовых средств и может вызвать задержку ввода домов,1
В начале 2019 года темпы роста строительства сократились в связи с ростом объемов строительства,1
В РФ заявили о задержке при сдаче жилого дома,1
«ГарантЪ» считает задержку строительства в течение полугодия,1
"Строительство ледокола ""Арктика"" начнется в январе",1
Строительство жилых комплексов остановилось в марта 2016 года,1
Причиной задержки возобновления строительства стало необходимость продлить срок,1
Строительство школы в Москве задержали из-за угрозы ввода в эксплуатацию,1
Возведение двух домов No6 и No55 не завершено,1
"Дольщики ""Мир бокса"" жалуются на постоянное снижение сроков строительства",1
В Кировской области нарушены сроки передачи дольщиков участникам долевой недвижимости,1
ООО «ВО «ТехноПромэкспорт» обратилось в Министерство энергетики РФ,1
В Ленобласти закроют два завода по изготовлению метанола,1
Недвижимость в Новосибирске: покупатель квартиры получил неустойку,1
Ввод ГП-5 в эксплуатацию задержали из-за несоблюдения документов,1
В новостройке появились первые ключи для второго этажа,1
Сроки аренды компании «Приморстрой» затянулись.,1
"В Госстройнадзоре выдали разрешение на строительство последнего ""проблемного"" объекта",1
Проекты не будут сдаваться в срок из-за коронавируса,1
Директор московского лицея рассказал о задержке ремонта,1
Счетной палата раскрыла причины срыва с российской Счетной палатой,1
Запад-2 должен был работать до конца 2016 г.,1
Застройщик рассчитывает погасить долг за сдачу дома в эксплуатацию,1
"Компания ""Квартстрой"" опровергла информацию о перерыве сроков для дольщиков",1
Тогда ввод был перенесен на второй половине 2015 г.,1
Сроки передачи объекта были перенесены несколько раз.,1
Белоус покинул пост главы правительства РФ Антона Алиханова,1
В Госдуме рассказали о задержках по вводу жилых домов в 2020 году,1
Дольщики третьей очереди ЖК «Архимед» пожаловались на жалобу,1
В Москве введут более 7 тысяч квартир в жилых домах,1
"В результате сроки сорвались, что вызвало необходимость перенести их",1
В столице вводят офисную недвижимость в аренду,1
"Работа на некоторых участках завершена, но объекты не смогут быть реализованы.",1
В Крыму назвали причину срыва срока строительства дома в Барнауле,1
«СибСтройсервис» заявил о готовности дать пояснения прокуратуре,1
Срок запуска новостройки – 2–3 месяца.,1
Глава региона Сергей Семков поручил проверить ход работы,1
Однако срок сдачи составлял практически 700 суток.,1
В Югре возбудили дело против предпринимателя Копайгора,1
«В настоящее время просрочка запуска корпусов в Новограде Павлино»,1
В Владимирской области дольщики жилых домов затянулись с затягивающимися сроки,1
Наумов объяснил задержку в строительстве спортивного зала,1
Ввод в эксплуатацию участков планируется начать в 2018 году,1
Сдача второго жилого комплекса ЖК в Москве замедлилась на полгода,1
Первая часть проекта введут в эксплуатацию,1
В Аликово рассказали о задержке ввода дорог в эксплуатацию,1
ООО «ДонбиоТех» объявило о перекращении сроков,1
В Департаменте здоровья РФ назвали причину задержки ввода трубы,1
ООО «Дон БиоТех» объявило о переносе срока,1
Что надо знать об обстоятельствах задержки запуска дома?,1
В правительстве рассказали о ситуации с вводом объекта в эксплуатацию,1
Ввод космодрома «Восточный» отложен из-за новых изменений,1
"Срок ввода в действие газопровода ""Северный поток - 2"" продлится до 1 января",1
Застройщики намерены задержать сроки передачи квартир,1
"Дольщики ""Мир бокса"" пожаловались на сроки строительства",1
Путин рассказал о «прямой линии» с Путиным,1
Срок строительства жилого комплекса могут перенести из-за затруднений,1
В столице расширили срок ввода офисных помещений,1
"Это требует дополнительных финансирования, а это приведет к замедлению ввода домов",1
«РусГидро» оштрафовал «Газпрома» за нарушение законодательства о вводе в эксплуатацию,1
«Киров Плазм» продлил статус единственной поставщика на 2019 год,1
Срок эксплуатации новостройки – 2 – 3 месяца.,1
Задержка строительства домов произошла из-за экономических обстоятельств,1
Сроки ввода крупной магистрали в Нижегородскую область ввели в эксплуатацию,1
Семков поручил контролировать ход работы в Ростовской области,1
Даже крупнейшие компании допускают сдачу в эксплуатацию жилого дома,1
Вместо даты окончания 2017 года передача квартир начнется 31 марта,1
Строительство нового комплекса Crossrail пройдет до конца 2021 года,1
В Владимирской области дольщики жаловались на затянувшиеся с собой квартиры,1
В Новогородской области в настоящее время введены в эксплуатацию два корпуса «Новограда Павлино»,1
Это требует дополнительных средств и может привести к задержке строительства домов,1
В Москве дольщики пожаловались на срыв времени строительства жилого дома,1
"В МИД РФ заявили, что часть проектов не будет сдан в срок",1
В Единой системе проблемных проектов ежедневно обновляется список проектов,1
Строительство жилого дома No19 в центре Москвы продолжается,1
Эксперт оценил заявление о неисправности автоматической моски колес на территории строящегося дома,1
Задержка - от 1 до 2 лет,1
Вину за нарушение срока сдачи ледокола в серию 22,1
«Больверка» вышла в отставку из-за отсутствия графика строительства,1
Ввод ГП-5 в эксплуатацию задержали из-за нехватки документов,1
Глава ТЭС напомнил о серьезных срывах сроков строительства,1
В Троицком административном округе вводят в эксплуатацию квартиры,1
В Новогородской области введено в эксплуатацию новогодние корпуса,1
В начале 2019 года рост темпов строительства сократился в связи с экономическим спадам,1
В Алтайской области банкротство оказалось невозможным для исполнения обязательств в связи с банкротством,1
Житель района Аликовского рассказала о задержке ввода дорог в эксплуатацию,1
Балтийский ледозавод вновь не выдержал сроков сдачи,1
Руководство компании передало официальную сдачу первой очереди строительной стройки,1
Затянувшаяся работа сильно беспокоит.,1
"Строительство ЖК ""Любимов"" завершится в феврале",1
"Дорогие дольщики, прежде всего, хочу извиняться перед Вами",1
Сроки аренды домов на полгода задержаны,1
В Петербурге завершился ремонт железнодорожного движения по мосту через Каменку,1
В Васильково введено в эксплуатацию еще с июня 2015 года,1
В Кирове нарушили срок предоставления участникам долевого строительства,1
Ввод жилого дома в эксплуатацию затянулся из-за нарушений законодательства,1
"Пономарев рассказал о состоянии дома, который ввели в эксплуатацию",1
В супермаркете Ocean Mall открыли новый супермаркет,1
Это связана с сокращением сроков появления объекта в эксплуатацию.,1
В Пензе задержали ввод лифта в жилом доме,1
"Названы субъекты Российской Федерации, где детсады готовятся к вводе в эксплуатацию",1
«РусГидро» оштрафовал «Газпрома» за несвоевременное введение в эксплуатацию,1
В Красноярске начнется строительство Всемирного зимнего универсиада,1
Строители задержали ввод школы в эксплуатацию,1
В Дубровке и Перепечино не расселены школьники,1
Дания не выдала разрешения на строительство в его территориальных водах,1
В Тюмени строитель пытался помотать и жителей Тюмени,1
ЕРЗ прокомментировал данные о задержке сотрудников «Унистроя»,1
В Финляндии перенесли срок эксплуатации АЭС Ханкикиви,1
Балтфлот не может принять участие в работе на заводе,1
В России планируют ввести трассу для участия в ЧМ по футболу,1
В Госдуме рассказали о задержках по вводу жилых домов в 2019 году,1
В новостройке начали продавать квартиры в новостройках,1
Шереметьеве объявило о завершении ввода в эксплуатацию более поздно,1
В Нижнем Новгороде снова сорвались сроки строительства крупной стройплощадки,1
"""Интеко"" взыскало с ""Интеко"" 1,5 млн рублей",1
Компания перенесла официальную сдачу первого этажа строительства,1
Застройщики задержали сроки передачи квартир,1
«Транснефть» задержала ввод второго очереди нефтегазового комплекса,1
Власти Тайшетского завода не будут продлевать сроки запуска алюминия,1
Теперь они меньше 10 человек,1
"Судебное заключение поясняет, что сроки исполнения подрядной работы установлены",1
ЖК «звезда» от строительной корпорации «Элис» откроется в ближайшее время,1
Дом обещают сдать в январе 2016 года,1
Названа причина переноса сроков ввода аэропорта в эксплуатацию,1
В Кировской областях нарушили срок на передачу участникам долевого строительства,1
Сроки перерыва сроков ввода в эксплуатацию домов не связаны,1
Наумов рассказал о задержках в строительстве спортивного зала,1
"Строительство ЖК ""Любимов"" пройдет в ближайшее время",1
«Татарстан» не смог выполнить работу из-за проблем с финансами,1
В Нижегорской области вновь сорвались сроки введения в эксплуатацию нового жилого комплекса,1
Петербургский государственный стройнадзор продлил срок ввода в эксплуатацию,1
Эксперты не сообщили о нарушении договора о долевом строительстве,1
Задержки по строительству жилья стали проблемой даже для больших застройщиков — Daily Storm,1
В СМИ появилась информация о перерыве сроков ввода аэропорта в эксплуатацию,1
Текслер назвал срыв руководства Усть-Катава катастрофой,1
Нефтегазовая компания «Транснефть» задержала ввод второго очереди «Северного потока – 2»,1
Сейчас мы компенсируем дольщикам из-за задержки,1
