,sentence,label
378,"Несколько лет назад она пришла на «Союзмультфильм», который как раз находился в процессе переезда в новое здание, студия срывала сроки по различным проектам.",0
379,Теплоснабжающую организацию отключили от газа за многомиллионные долги,0
380,"Станция не справляется с работой из-за не проведенного вовремя ремонта, а также из-за нехватки топлива - собственник обманул местные власти и не сделал необходимый запас, сообщил мэр Ярового Виталий Самобочий.",0
381,"«В связи с недостаточным количеством снега после аномально теплой осени и невозможностью подготовки трасс дата открытия сезона на Эльбрусе переносится с 30 ноября 2019года», - сообщается в Instagram АО «Курорт «Эльбрус ».",0
382,"У компании имелась банковская гарантия, но заявку поставщика отклонили на формальным основаниям, так как из-за переноса закупки срок действия гарантии не соответствовал условиям, пояснили в АО ""Нижегородский водоканал"".",0
383,"Производство было заморожено в 2017 году из-за финансовых трудностей, в частности, требований о возврате долга фонду ""Урал"", который кредитовал развитие предприятия.",0
384,"Обновление действующих линий, построенных в 1997 году, требуется из-за истекающего срока службы.",0
385,"Перерыв между саммитами затянулся из-за того, что Киев не выполнял договоренности, достигнутые в ходе предыдущих встреч лидеров.",0
386,"Предыдущий аукцион, назначенный на 24 сентября 2019 года, не состоялся из-за отсутствия заявок.",0
387,"Такое ощущение, что в Петербурге время остановилось где-то в 2003 году.",0
388,"Трубы дымохода к зиме не подготовили, поэтому обитатели аварийного жилься боятся в нем зимовать.",0
389,"Почти 250 жилых домов, а также несколько детских садов, школ и больниц в украинском городе Кропивницкий остались без теплоснабжения из-за прорывов на трубопроводе, сообщила во вторник пресс-служба горсовета.",0
390,"Процесс формирования и утверждения ЕК затянулся на месяц больше положенного срока из-за отказа евродепутатов утвердить трех кандидатов в еврокомиссары, от Франции, Румынии и Венгрии.",0
391,"Изначально сессия должна была пройти 21 ноября, но из-за неявки большинства депутатов её перенесли на 25 ноября.",0
392,"Такое ощущение, что у мэрии в этом году вообще не задалось со скверами, и чиновники решили сравнять их с землей.",0
393,Жители 96 домов остались без отопления из-за сбоя оборудования в котельной Воронежа,0
394,Троллейбусы и автобусы идут с задержками из-за ДТП на юго-западе Москвы,0
395,Четыре района Херсонщины из-за аварийного ремонта на несколько часов отключат от электроснабжения,0
396,"Слесарь погиб в котельной Воронежа, авария в которой оставила без тепла 96 домов",0
397,"Водовод на Никеле, который положили в прошлом году, и, как неожиданно в ходе осенней аварии выяснилось, что он хоть и есть, но не подключен, решили, наконец, присоединить к домам, разместив 29 октября закупку.",0
398,"В судебном документе поясняется со ссылкой на ""Республиканскую службу единого заказчика"", что срок выполнения подрядных работ - до 1 октября 2016 года.",0
399,«Нацимбио» завершила строительство завода «Киров Плазма» к концу 2018 года без привлечения средств федерального бюджета.,0
400,"Инвесторам скучно, ожидание затянулось, США и Китай не дают четких ориентиров и понимания, что будет дальше в переговорах, но и первую фазу соглашения не подписывают.",0
401,"Как пояснили РБК Тюмень в тюменском филиале Российского аукционного дома, продажа не состоялась из-за отсутствия заявок.",0
402,Проблемы с отоплением в ряде городов Украинского государства появились уже перед отопительным сезоном из-за накопившихся долгов энергоснабжающих предприятий.,0
403,"Подрядчик просто затянул с вырубкой и выпилил ее только сейчас"", - пояснили в УГХ.",0
404,"Соответствующее решение было принято еще в прошлом году, однако возможностей у города не хватило, и процесс затягивается, как минимум, еще на несколько лет.",0
405,"Однако местные власти не смогли найти подходящее жильё и вместо того, чтобы решить проблему, просто перенесли сроки переселения на 2024 год.",0
406,Вторую половину сезона я пропустил из-за серьезной травмы: играл на турнире за 2002 год рождения и там травмировал колено.,0
407,В Воронеже часть домов осталась без тепла из-за аварии в котельной,0
408,В Воронеже жители 96 домов остались без тепла из-за аварии в котельной,0
409,Улицу в Рязани затопило из-за прорыва водопровода - соцсети,0
410,"Временный запрет на регистрацию новых ДДУ никак не скажется и на ходе строительства ЖК ""Балтийская жемчужина"" в Красносельском районе, сообщил ""Фонтанке"" исполнительный директор компании-застройщика ЗАО ""Рант"" Дмитрий Шкрум.",0
411,"Что касается ввода в эксплуатацию второй очереди, то здесь готовность компании также высока, отметил он - сроки в большей степени зависят от темпов строительства местных сетевых объектов

На сегодняшний день работы на энергоблоках обеих ТЭС находятся в финальной стадии, напомнил представитель ""Технопромэкспорта"".",0
412,"Предварительный срок сдачи центра в эксплуатацию — третий квартал 2020 года», — отметили в ВИС, уточняя, что продолжаются работы по устройству дорожного покрытия в участках примыкания к автомобильной дороге, работы по доведению объекта до 100%-й строительной готовности, закупке и поставке медицинского оборудования.",0
413,"Ключи от квартир многоквартирного дома - старейшего долгостроя Краснодара - собственники получат осенью 2019 года, сообщил в пятницу мэр Евгений Первышов во время встречи с заместителем председателя правительства РФ Виталием Мутко в Краснодаре.",0
414,"""Мы рассчитываем, что в течение двух недель все процедуры по вводу в эксплуатацию будут завершены, и на третью [неделю] дольщики получат ключи"", - сказал Первышов.",0
415,"8 июня руководство компании ответило на претензии дольщиков: директор ГК по связям с общественностью Ольга Новицкая заявила «РИА Недвижимость», что у компании нет проблем с финансами, а «корректировка сроков окончания строительства» по ряду корпусов в Балашихе и Видном «связана со сменой подрядчиков».",0
416,"Это указывает, что до декабря 2016 г. финансирование строительства осуществлялось даже не за счет денег дольщиков – понятно, если учесть активный старт продаж лишь с середины 2017 г. С другой стороны, квартальные отчеты застройщика в изменениях к ПД говорят о другом.",0
417,"ИНТЕРФАКС-СИБИРЬ — Работы в рамках возобновленного строительства перинатального центра в Новосибирске идут с опережением графика, объект может быть сдан раньше срока, сообщил губернатор Новосибирской области Андрей Травников во вторник в ходе рабочего совещания.",0
418,"В начале сентября гендиректор подрядной организации ""Квартстрой-НН"" Сергей Глеб рассказал телеканалу ""Домой"", что два дома, входящие во вторую очередь строительства, будут сданы к концу 2017 года.",0
419,"Любопытно, что разрешение на строительство первой позиции этого жилого комплекса застройщик получил в январе 2015 года за подписью врио руководителя комитета градостроительства администрации Ставрополя Андрея Уварова, когда у него уже были серьезные проблемы по другим объектам.",0
420,"Застройщик ЖК «Андерсен» в Новой Москве сообщил, что оставшиеся два корпуса жилого комплекса будут достроены в июне текущего года, в июле – ведены в эксплуатацию.",0
421,"Согласно проектной декларации от 2 марта 2016 года срок окончания строительства был намечен на первый квартал 2018 года, тогда же предполагалось получить разрешение на ввод в эксплуатацию",0
422,"В силу части 2 статьи 6 названного Федерального закона в случае нарушения предусмотренного договором срока передачи участнику долевого строительства объекта долевого строительства застройщик уплачивает участнику долевого строительства неустойку (пени) в размере одной трехсотой ставки рефинансирования Центрального банка Российской Федерации, действующей на день исполнения обязательства, от цены договора за каждый день просрочки.",0
423,"В мае этого года гендиректор подрядчика — группы компаний «ВИС» Юрий Раушкин заявлял на заседании у губернатора ХМАО Натальи Комаровой, что все строительные работы по созданию перинатального центра в Сургуте будут завершены к концу июля.",0
424,"Ранее в пресс-службе Москомстройинвеста со ссылкой на К.Тимофеева сообщили, что комитет обратился в столичный главк МВД России и прокуратуру Москвы с инициативой о необходимости взять деятельность ЗАО “Софьино-70”, которое выступает застройщиком малоэтажного жилого комплекса “Остров Эрин” по адресу: поселение Краснопахорское, дер.",0
425,"Глава региона сообщил в интервью, что строители надеются сдать мост раньше 2021 года – изначально запланированного срока.",0
426,"Дольщикам, купившим квартиру у «Сибстройсервиса», с начала текущего года регулярно продлевают сроки сдачи дома.",0
427,С октября 2015 года по январь текущего года подозреваемый разрешал вывозить заключенных колонии-поселения на строительные работы на жилищном комплексе «Победа» без договора со строительной компанией «АртСтройТехно».,0
428,"Они заключили договор с компанией «АртСтройТехно» о строительстве там домов, однако с 2003 года обманутые «Спасовцы» так и не могут получить свое жилье.",0
429,"Кроме того, в реестр можно попасть, если застройщиком допущено неисполнение обязательств по передаче квартир долевикам на срок от полугода при отсутствии вложений в незавершенное строительство объекта в течение двух последовательных отчетных кварталов или введении в отношении застройщика одной из процедур, применяемых в деле о банкротстве застройщика.",0
430,"Как сообщил заместитель директора департамента Николай Ухов, еще в марте состоялась встреча с дольщиками проблемных домов микрорайона Венеция, в том числе, с собственниками квартир жилого квартала «Озерный».",0
431,"Весной 2018 года, как раз когда второй корпус ЖК должен был сдаваться в эксплуатацию, Ульяновский арбитражный суд дважды принимал решение оштрафовать ООО «Стройград».",0
432,Работы по достройке перинатального центра в Новосибирске могут быть завершены раньше запланированного срока на несколько месяцев.,0
433,"Сначала ввод в эксплуатацию первой очереди жилого комплекса «Победа» «АртСтройТехно» по ул. Тюльпановой, 10 должен был состояться в третьем квартале 2013 года.",0
434,"Другие объекты долевого строительства, подпавшие под запрет на привлечение новых средств дольщиков, не сходят со страниц прессы уже который год.",0
435,"Однако при строительстве возникли проблемы, о которых говорил ещё губернатор Николай Цуканов, критиковавший тогдашнего подрядчика – ООО «Даль-Балтикстрой», принадлежавшего депутату Калининградской областной Думы Ивану Грибову.",0
436,"Но уже 29 марта на рабочей группе в правительстве области дольщикам представят нового инвестора, который займётся достройкой проблемных домов Сребрянского.",0
437,"Напомним, в Ставрополе приостановлена деятельность компании «АртСтройТехно», которая вела строительство жилищного комплекса «Победа» в Ставрополе и еще двух жилищных комплексов.",0
438,"Действия застройщика Андрея Шевелева, который частично продавал квартиры в блок-секциях, не предусмотренных действующим разрешением на строительство и проектной документацией, привели к тому, что даже юридически очень сложно всё привести к законному порядку.",0
439,"В соответствии с частью 1 статьи 4 Федерального закона ""Об участии в долевом строительстве многоквартирных домов и иных объектов недвижимости и о внесении изменений в некоторые законодательные акты Российской Федерации"" по договору участия в долевом строительстве одна сторона (застройщик) обязуется в предусмотренный договором срок своими силами и (или) с привлечением других лиц построить (создать) многоквартирный дом и (или) иной объект недвижимости и после получения разрешения на ввод в эксплуатацию этих объектов передать соответствующий объект долевого строительства участнику долевого строительства, а другая сторона (участник долевого строительства) обязуется уплатить обусловленную договором цену и принять объект долевого строительства при наличии разрешения на ввод в эксплуатацию многоквартирного дома и (или) иного объекта недвижимости.",0
440,"Как отмечает пресс-служба Смольного, все 13 домов на 5 956 квартир, общей площадью 261 796 кв. метров в трех жилых комплексах, ранее входивших в ГК «Город» - «Ленинский парк», «Морская звезда» и «Прибалтийский» уже достроены и введены в эксплуатацию.",0
441,"Согласно информации в проектной декларации, строительство ЖК «Первый квартал» сначала велось исключительно за счет капиталовложений дольщиков.",0
442,"ЗОЛОТОЙ КВАДРАТНЫЙ МЕТР – Первый замначальника управления строительства и архитектуры Липецкой области Александр Пушилин: «Нам нужны ответственные застройщики»
Когда редакция «Абирега» обратилась в пресс-службу липецкого губернатора с просьбой предоставить нам человека, который может официально прокомментировать ситуацию с обманутыми дольщиками, нам предложили сделать интервью с Александром Пушилиным.",0
443,"Глава администрации Всеволожского района Андрей Низовский направит в комитет государственного строительного надзора запрос, в котором попросит разъяснить, как считать высоту домов, строящихся у Дороги жизни в ЖК ""Всеволожский штиль"".",0
444,"Полностью завершить строительство и ввести в эксплуатацию все корпуса планируют к 2022 г.
Темпы строительства объекта
К работам на стройплощадке ООО «Брусника.",0
445,"Достройка проблемных домов в Пензе — в центре внимания власти и общественности 
ПЕНЗА-ОБЗОР  18 апреля 2019

Фото: Пенза-Обзор
 КОММЕНТАРИИ
Губернатор Пензенской области провел выездные совещания на площадках, где осуществляется строительство жилых комплексов.",0
446,"Интересно, что в декабре проверка департамента строительства показала, что на сайте Единой информационной системы жилищного строительства наш.дом.рф нет информации о проектах строительства МКД «Вегой», о планируемых элементах благоустройства, о графике строительства, а указанный размер чистой прибыли не соответствует данным бухгалтерского учёта.",0
447,"Можно предположить, что использовалась действительно мизерная часть денег дольщиков, которые могли сразу расходоваться на сопутствующие услуги: транспорт, доставку материалов, аренду строительной техники/оборудования, рекламу и пр.",0
448,"Застройщик обращался в администрацию муниципального образования «Город Саратов» с заявлением о продлении разрешения на строительство, однако, по причине истечения срока действия договора аренды земельного участка (срок истек 17 ноября 2015 года) в продлении было отказано.",0
449,"Минстрой России ранее определился с критериями готовности объектов для застройщиков, которым позволят завершать строительство по старым правилам, без перехода на эскроу-счета.",0
450,"Буквально недавно завершилась сделка, по которой «Эксстроймаш» на строительство этого дома получит 40 млн рублей, этих средств достаточно, чтобы ввести в эксплуатацию в первом полугодии 10-й дом.",0
451,"Частью 1 статьи 6 указанного ""Об участии в долевом строительстве многоквартирных домов и иных объектов недвижимости и о внесении изменений в некоторые законодательные акты Российской Федерации"" предусмотрено, что застройщик обязан передать участнику долевого строительства объект долевого строительства не позднее срока, который предусмотрен договором и должен быть единым для участников долевого строительства, которым застройщик обязан передать объекты долевого строительства, входящие в состав многоквартирного дома и (или) иного объекта недвижимости или в состав блок-секции многоквартирного дома, имеющей отдельный подъезд с выходом на территорию общего пользования, за исключением случая, установленного частью 3 настоящей статьи.",0
452,"А именно, Законом области предусматривается предоставление земельных участков, находящихся в государственной собственности области, муниципальной собственности, а также земельных участков, государственная собственность на которые не разграничена, в аренду без проведения торгов строительным организациям, принявшим на себя обязательства по завершению строительства многоквартирных домов, включенных в реестр объектов незавершенного строительства многоквартирных жилых домов, по которым застройщиками не были в установленном порядке выполнены обязательства перед участниками строительства, с соблюдением прав граждан, чьи денежные средства привлечены для их строительства, и чьи права нарушены.",0
453,"Как отметил губернатор Андрей Травников на выездном совещании, при сохранении столь высоких темпов объект может быть сдан на несколько месяцев раньше установленных сроков.",0
454,"Алмаз Кучембаев о еще одной «просрочке»
Ульяновцы начинают судиться с ООО «Стройград», застройщиком жилого комплекса «Пушкаревский» на улице Октябрьской, у торгового центра «Пушкаревское кольцо».",0
455,"И, наконец, ввод ПАТЭС - это декабрь месяц"", - напомнил сроки сдачи объектов Александр Шутиков.",0
456,"После регистрации права государственной собственности на новые земельные участки застройщиком будут получены градостроительные планы, новые разрешения на строительство и ввод каждого жилого дома в эксплуатацию.",0
457,"Как сообщает пресс-служба городской администрации, очередное выездное совещание посвятили выяснению причин, препятствующих вводу в эксплуатацию этих объектов, а также поиску путей их решения.",0
458,"После создания участниками строительства жилищно-строительного кооператива, передачи прав застройщика на земельный участок и объект незавершенного строительства созданному кооперативу и привлечения подрядной организации для завершения строительства объекта будет возможно предоставление указанной подрядной организации, принявшей на себя обязательства по завершению строительства объекта, земельного участка, в аренду без проведения торгов.Завершение строительства проблемного дома будет возможно за счет средств от реализации помещений в дополнительной блок-секции и в строящемся на предоставленном земельном участке другом объекте.",0
459,"В отделе продаж компании обещали, что вопрос ввода дома в эксплуатацию, возможно, будет решаться в апреле.",0
460,"Застройщик принимает меры по удовлетворению требований Орлова, в целях снятия запрета на совершение регистрационных действий в отношении имущества, после чего будет возможно обращение с заявлением в администрацию муниципального образования «Город Саратов» о продлении срока действия договора аренды земельного участка.",0
461,"Следствие полагает, что директор ООО «АртСтройТехно» заявила о намерении порядка 15 многоквартирных жилых домов в городе Ставрополе, заключила договоры участия в долевом строительстве.",0
462,"Однако такие перемены не нравятся руководству «Роскосмоса»: у госкорпорации нет оснований для разрыва контракта с «Казанью», при передаче функций подрядчика ППК придется переоформлять земли под застройку на Минобороны и тратить на это время.",0
463,"ОАО ""РУСАЛ"" в 2012 году вложило в строительство Тайшетского алюминиевого завода около $70 млн собственных средств, говорится в сообщении компании.",0
464,"По домам «ЛИСКа» работы ведутся, и, по заверению застройщика, оба дома будут сданы в первой половине 2018 года.",0
465,"«Точные сроки ввода объекта в эксплуатацию зависят от своевременного исполнения своих обязательств всеми участниками проекта», — отметили сотрудники «ВИС Инфраструктура».",0
466,"Как рассказали «Ъ-Приволжье» собеседники в Балахнинском районе, неофициально в администрации уже дают понять, что дети в Гидроторфе в новый учебный год могут пойти в старую тесную школу, которая вызвала нарекания у родителей.",0
467,"Как следует из сообщений дольщиков ЖК ""На Заречной"", который в две очереди реализуется от ""Норманн-Центр"" и ИСГ ""Норманн"", последние два года картина на стройплощадке не менялась.",0
468,Компания «Константа Девелопмент» продлила разрешение на строительство малоэтажного жилого комплекса «Азбука» сразу на год.,0
469,"""В основном это проблемные дома, завершение которых уже находится на особом контроле правительства города и комитета"", – сообщили ""Фонтанке"" в комстрое.",0
470,"В ближайшее время закончатся все работы по подготовке документации для поиска подрядчика, который будет ремонтировать инфекционную больницу в Севастополе.",0
471,"Учитывая, что в будущем ЖК, согласно проектной декларации, предполагается 20 этажей, сомнительно, что застройщику не придется снова переносить сроки окончания работ.",0
472,"Но, по словам Шкрума, объект готов на 99%, и до окончания текущего года дольщики получат ключи от квартир.",0
473,"Покупатель жилья также отмечает, что у МИЦа есть своя, хорошо отработанная схема действий на начальном этапе строительства новых объектов.",0
474,"Хотя судно должны сдать в мае 2019 года, входящий в Объединенную судостроительную корпорацию (ОСК) Балтзавод сможет сделать это лишь в конце года, а провести ледовые испытания — в апреле 2020 года.",0
475,С целью продления срока действия договора аренды земельного участка застройщику необходимо обратиться с заявлением в администрацию муниципального образования «Город Саратов» и представить необходимый пакет документов.,0
476,"В октябре 2015 года вступил в силу Закон Саратовской области «О внесении изменений в Закон Саратовской области «О защите права на жилище участников строительства многоквартирных домов на территории Саратовской области» и статью 16 Закона Саратовской области «О земле» (далее - Закон области), который предусматривает дополнительные меры поддержки участников строительства, пострадавших от действий строительных организаций.",0
477,"По утверждению генерального директора Агентства инвестиционного развития Ростовской области Вадима Викулова, приход такого инвестора подстегнет развитие логистических компаний, а также будет способствовать оживлению производства алюминиевых банок, ПЭТ-бутылок и, возможно, даже решению вопроса о строительстве сахарного завода в Ростовской области, так как потребности нового завода в сахаре будут достигать 20 тыс. тонн.",0
478,"Губернатор держит на контроле ситуацию в микрорайоне «Первый»
Версия для печати
21.06.2019

Встречи на стройплощадке с участием представителей строительного надзора, дольщиков и застройщика (ООО «Компания Стройсервис») проходят в еженедельном режиме.",0
479,"""Для ввода в эксплуатацию осталось согласовать документальную часть с ГАСН"", – уточнил представитель застройщика.",0
480,Появился план – график завершения строительства первого объекта комплекса со сроком запуска в эксплуатацию в сентябре 2015 года.,0
481,"Завершение строительства дома по ул. Агрономическая, находящегося в наименьшей стадии готовности, будет осуществлено новым застройщиком ООО СУ-11 «Липецкстрой-Л», запланировано оно на 2019 год.",0
482,"Как рассказали в УФССП России по Санкт-Петербургу, судебные приставы Фрунзенского района Санкт-Петербурга контролируют исполнение решения суда о взыскании неустойки в пользу дольщиков с ООО «Тин Групп».",0
483,"По словам сирот, которых сюда заселили, проблемы начались сразу после ввода здания в эксплуатацию.",0
484,"7 августа 2017 года был принят областной закон «О защите прав пострадавших участников долевого строительства многоквартирных домов», устанавливающий меры поддержки инвесторов, взявших на себя обязательства недобросовестных застройщиков по завершению строительства многоквартирных домов и передаче пострадавшим участникам долевого строительства жилых помещений.",0
485,"Все «проблемные» дома ГК «Город» ввели в эксплуатацию

Фото: i.mr-7.ru
Последним достроенным объектом стал многоквартирный жилой дом в ЖК «Прибалтийский».",0
486,"Встречаются случаи когда покупателям предлагают принять квартиру в недостроенном доме в котором не работают лифты, нет воды и т.д. Это такое же нарушение условий договора долевого участия.",0
487,"Кто признает этаж своим, тому и дольщики
Руководство Всеволожского района уверено, что застройщик обманул надежды не только покупателей, но и чиновников.",0
488,Согласно проектной декларации все корпуса новостройки должны были быть даны в конце 2015 года.,0
489,"На сегодняшний день ситуация прозрачна: деньги дольщиков застройщик потратил на масштабные объекты инфраструктуры - очистные сооружения, электроподстанцию.",0
490,Собственники квартир ЖК «Маяковский» раньше других создали жилищно-строительный кооператив с целью передачи дома в управление ЖСК после сдачи в эксплуатацию.,0
491,Об этом Агентству городских новостей “Москва” сообщил председатель комитета Москвы по обеспечению реализации инвестиционных проектов в строительстве и контролю в области долевого строительства (Москомстройинвест) Константин Тимофеев.,0
492,"Кроме того, Сергей Половников и Максим Решетников осмотрели строительство домов второй очереди, которые, согласно утверждённому правительственной комиссией плану, должны быть сданы в 2019 году.",0
493,"Дальнейшая судьба старой инфекционки после запуска новой больницы пока неизвестна – этот вопрос вынесут на обсуждение позже
Напомним, что объекты включены ФЦП и являются одними из наиболее проблемных для региона.",0
494,"В то же время, как сообщает департамент строительства Костромской области, земельные участки под проблемными домами в микрорайоне Венеция, в том числе, по кварталу «Озерный» уже проходят регистрацию в кадастровой палате.",0
